frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.len,label
1.921818,10.0.0.2,10.0.0.1,38534,80,0x0010,66,0
1.682818,10.0.0.3,10.0.0.1,53984,80,0x0002,54,1
6.241983,10.0.0.2,10.0.0.1,60320,80,0x0002,74,0
0.095066,10.0.0.3,10.0.0.1,4844,80,0x0002,54,1
0.80784,10.0.0.3,10.0.0.1,25493,80,0x0002,54,1
16.82912,10.0.0.1,10.0.0.2,80,51938,0x0010,66,0
5.089603,10.0.0.1,10.0.0.3,80,15838,0x0014,54,1
9.394814,10.0.0.2,10.0.0.1,32856,80,0x0010,66,0
7.660412,10.0.0.2,10.0.0.1,60646,80,0x0011,66,0
4.728751,10.0.0.1,10.0.0.3,80,2255,0x0014,54,1
1.615969,10.0.0.2,10.0.0.1,38436,80,0x0010,66,0
1.225323,10.0.0.3,10.0.0.1,39719,80,0x0002,54,1
0.697958,10.0.0.3,10.0.0.1,21709,80,0x0002,54,1
8.880142,10.0.0.2,10.0.0.1,60984,80,0x0010,66,0
13.82649,10.0.0.2,10.0.0.1,33988,80,0x0018,138,0
3.153518,10.0.0.3,10.0.0.1,25544,80,0x0002,54,1
3.053808,10.0.0.1,10.0.0.3,80,23519,0x0014,54,1
0.680672,10.0.0.1,10.0.0.3,80,21002,0x0014,54,1
1.145431,10.0.0.3,10.0.0.1,36987,80,0x0002,54,1
1.660941,10.0.0.1,10.0.0.2,80,38448,0x0018,223,0
0.392945,10.0.0.1,10.0.0.3,80,13397,0x0014,54,1
2.296456,10.0.0.1,10.0.0.3,80,4810,0x0014,54,1
0.62253,10.0.0.3,10.0.0.1,18870,80,0x0002,54,1
0.223325,10.0.0.3,10.0.0.1,8832,80,0x0002,54,1
5.433191,10.0.0.1,10.0.0.3,80,27957,0x0014,54,1
1.039486,10.0.0.3,10.0.0.1,33925,80,0x0002,54,1
4.327402,10.0.0.1,10.0.0.3,80,57745,0x0014,54,1
3.034419,10.0.0.1,10.0.0.3,80,23081,0x0014,54,1
5.219304,10.0.0.3,10.0.0.1,20286,80,0x0002,54,1
15.955267,10.0.0.1,10.0.0.2,80,51732,0x0012,74,0
1.521025,10.0.0.3,10.0.0.1,50008,80,0x0002,54,1
3.185589,10.0.0.1,10.0.0.2,80,38916,0x0018,223,0
2.919121,10.0.0.1,10.0.0.3,80,20416,0x0014,54,1
1.011932,10.0.0.3,10.0.0.1,32851,80,0x0002,54,1
3.020447,10.0.0.2,10.0.0.1,38872,80,0x0018,138,0
1.80215,10.0.0.3,10.0.0.1,57406,80,0x0002,54,1
0.051582,10.0.0.2,10.0.0.1,38066,80,0x0010,66,0
0.91211,10.0.0.3,10.0.0.1,29302,80,0x0002,54,1
12.294426,10.0.0.1,10.0.0.2,80,33564,0x0011,66,0
17.105099,10.0.0.2,10.0.0.1,52014,80,0x0018,138,0
16.931292,10.0.0.2,10.0.0.1,51966,80,0x0011,66,0
1.296543,10.0.0.1,10.0.0.3,80,42153,0x0014,54,1
2.755584,10.0.0.2,10.0.0.1,38790,80,0x0010,66,0
14.745639,10.0.0.2,10.0.0.1,34202,80,0x0010,66,0
0.797771,10.0.0.1,10.0.0.3,80,25072,0x0014,54,1
15.775418,10.0.0.1,10.0.0.2,80,51686,0x0019,192,0
1.227776,10.0.0.1,10.0.0.2,80,38348,0x0010,66,0
17.222431,10.0.0.1,10.0.0.2,80,52044,0x0010,66,0
5.098988,10.0.0.2,10.0.0.1,39388,80,0x0010,66,0
6.389951,10.0.0.1,10.0.0.2,80,60332,0x0010,66,0
1.771204,10.0.0.2,10.0.0.1,38480,80,0x0010,66,0
9.06059,10.0.0.1,10.0.0.2,80,32810,0x0010,66,0
13.228715,10.0.0.2,10.0.0.1,33808,80,0x0011,66,0
1.602497,10.0.0.3,10.0.0.1,51984,80,0x0002,54,1
1.116551,10.0.0.1,10.0.0.3,80,36045,0x0014,54,1
3.310285,10.0.0.1,10.0.0.2,80,38960,0x0010,66,0
5.003286,10.0.0.1,10.0.0.3,80,12686,0x0014,54,1
14.673199,10.0.0.1,10.0.0.2,80,34188,0x0012,74,0
5.075252,10.0.0.1,10.0.0.2,80,39374,0x0018,223,0
4.481139,10.0.0.2,10.0.0.1,39254,80,0x0018,138,0
0.897597,10.0.0.1,10.0.0.3,80,28769,0x0014,54,1
2.504879,10.0.0.1,10.0.0.2,80,38716,0x0011,66,0
8.584108,10.0.0.1,10.0.0.2,80,60920,0x0018,223,0
0.73183,10.0.0.3,10.0.0.1,23045,80,0x0002,54,1
0.183891,10.0.0.1,10.0.0.2,80,38078,0x0011,66,0
16.28898,10.0.0.2,10.0.0.1,51810,80,0x0011,66,0
8.374984,10.0.0.1,10.0.0.2,80,60882,0x0010,66,0
11.090363,10.0.0.2,10.0.0.1,33244,80,0x0011,66,0
0.989606,10.0.0.1,10.0.0.3,80,32002,0x0014,54,1
6.786313,10.0.0.1,10.0.0.2,80,60408,0x0012,74,0
17.211083,10.0.0.2,10.0.0.1,52044,80,0x0002,74,0
0.256372,10.0.0.1,10.0.0.2,80,38094,0x0010,66,0
15.109719,10.0.0.1,10.0.0.2,80,34314,0x0018,223,0
1.848957,10.0.0.1,10.0.0.3,80,59194,0x0014,54,1
5.713613,10.0.0.2,10.0.0.1,60164,80,0x0011,66,0
4.83091,10.0.0.1,10.0.0.2,80,39316,0x0019,192,0
3.710065,10.0.0.3,10.0.0.1,40979,80,0x0002,54,1
15.593243,10.0.0.1,10.0.0.2,80,51652,0x0010,1514,0
7.989936,10.0.0.2,10.0.0.1,60782,80,0x0002,74,0
4.408502,10.0.0.3,10.0.0.1,59906,80,0x0002,54,1
15.772655,10.0.0.1,10.0.0.2,80,51686,0x0010,66,0
1.29884,10.0.0.1,10.0.0.2,80,38378,0x0018,1640,0
3.843676,10.0.0.1,10.0.0.3,80,46076,0x0014,54,1
7.238702,10.0.0.2,10.0.0.1,60530,80,0x0011,66,0
3.321465,10.0.0.3,10.0.0.1,29713,80,0x0002,54,1
1.702275,10.0.0.1,10.0.0.3,80,54487,0x0014,54,1
16.796729,10.0.0.1,10.0.0.2,80,51928,0x0018,223,0
4.928829,10.0.0.1,10.0.0.3,80,9895,0x0014,54,1
14.097171,10.0.0.2,10.0.0.1,34064,80,0x0010,66,0
12.807235,10.0.0.2,10.0.0.1,33702,80,0x0018,138,0
5.110821,10.0.0.3,10.0.0.1,16540,80,0x0002,54,1
3.749354,10.0.0.1,10.0.0.3,80,42574,0x0014,54,1
8.514304,10.0.0.2,10.0.0.1,60908,80,0x0010,66,0
3.375519,10.0.0.3,10.0.0.1,31068,80,0x0002,54,1
4.674124,10.0.0.1,10.0.0.3,80,762,0x0014,54,1
10.608239,10.0.0.2,10.0.0.1,33128,80,0x0011,66,0
6.28171,10.0.0.1,10.0.0.2,80,60326,0x0019,192,0
5.564509,10.0.0.2,10.0.0.1,60130,80,0x0011,66,0
4.252459,10.0.0.3,10.0.0.1,55789,80,0x0002,54,1
4.115321,10.0.0.1,10.0.0.3,80,52373,0x0014,54,1
4.652012,10.0.0.3,10.0.0.1,232,80,0x0002,54,1
1.331935,10.0.0.1,10.0.0.3,80,43548,0x0014,54,1
1.808174,10.0.0.1,10.0.0.3,80,57646,0x0014,54,1
3.91314,10.0.0.1,10.0.0.3,80,48461,0x0014,54,1
3.515289,10.0.0.1,10.0.0.3,80,34526,0x0014,54,1
5.342311,10.0.0.2,10.0.0.1,60058,80,0x0002,74,0
0.10687,10.0.0.1,10.0.0.3,80,5314,0x0014,54,1
5.706207,10.0.0.2,10.0.0.1,60164,80,0x0010,66,0
1.073863,10.0.0.1,10.0.0.2,80,38306,0x0012,74,0
6.920297,10.0.0.2,10.0.0.1,60440,80,0x0002,74,0
1.331045,10.0.0.1,10.0.0.3,80,43512,0x0014,54,1
6.108318,10.0.0.2,10.0.0.1,60272,80,0x0010,66,0
15.832488,10.0.0.1,10.0.0.2,80,51702,0x0012,74,0
5.064386,10.0.0.2,10.0.0.1,39374,80,0x0010,66,0
1.027266,10.0.0.1,10.0.0.3,80,33475,0x0014,54,1
3.04811,10.0.0.2,10.0.0.1,38882,80,0x0002,74,0
15.04887,10.0.0.1,10.0.0.2,80,34296,0x0011,66,0
0.835295,10.0.0.1,10.0.0.3,80,26501,0x0014,54,1
8.240121,10.0.0.2,10.0.0.1,60832,80,0x0010,66,0
1.80666,10.0.0.1,10.0.0.3,80,57585,0x0014,54,1
5.507765,10.0.0.3,10.0.0.1,29707,80,0x0002,54,1
6.866029,10.0.0.2,10.0.0.1,60420,80,0x0010,66,0
4.956433,10.0.0.3,10.0.0.1,10862,80,0x0002,54,1
2.248211,10.0.0.3,10.0.0.1,3485,80,0x0002,54,1
13.932419,10.0.0.2,10.0.0.1,34012,80,0x0011,66,0
10.129176,10.0.0.1,10.0.0.2,80,33010,0x0010,66,0
15.775373,10.0.0.1,10.0.0.2,80,51686,0x0010,1514,0
2.323061,10.0.0.1,10.0.0.2,80,38656,0x0010,66,0
8.368021,10.0.0.1,10.0.0.2,80,60882,0x0018,1640,0
1.840234,10.0.0.1,10.0.0.3,80,58869,0x0014,54,1
1.007694,10.0.0.1,10.0.0.3,80,32731,0x0014,54,1
3.270655,10.0.0.1,10.0.0.2,80,38946,0x0010,66,0
4.976847,10.0.0.1,10.0.0.3,80,11657,0x0014,54,1
4.712092,10.0.0.1,10.0.0.3,80,1741,0x0014,54,1
7.427532,10.0.0.2,10.0.0.1,60600,80,0x0002,74,0
0.729666,10.0.0.1,10.0.0.3,80,22954,0x0014,54,1
6.728365,10.0.0.1,10.0.0.2,80,60404,0x0018,1640,0
1.40139,10.0.0.3,10.0.0.1,46292,80,0x0002,54,1
4.073396,10.0.0.1,10.0.0.3,80,51754,0x0014,54,1
1.378382,10.0.0.1,10.0.0.3,80,45375,0x0014,54,1
0.172447,10.0.0.1,10.0.0.3,80,7517,0x0014,54,1
4.656648,10.0.0.3,10.0.0.1,322,80,0x0002,54,1
0.335533,10.0.0.2,10.0.0.1,38112,80,0x0010,66,0
5.846618,10.0.0.1,10.0.0.2,80,60198,0x0018,1640,0
12.366467,10.0.0.2,10.0.0.1,33592,80,0x0010,66,0
0.92979,10.0.0.3,10.0.0.1,30030,80,0x0002,54,1
1.826941,10.0.0.1,10.0.0.3,80,58322,0x0014,54,1
2.476653,10.0.0.1,10.0.0.2,80,38700,0x0018,1640,0
3.450811,10.0.0.1,10.0.0.3,80,33085,0x0014,54,1
4.895802,10.0.0.1,10.0.0.2,80,39336,0x0018,1640,0
2.907164,10.0.0.1,10.0.0.3,80,20074,0x0014,54,1
2.009425,10.0.0.3,10.0.0.1,63432,80,0x0002,54,1
1.080509,10.0.0.3,10.0.0.1,35476,80,0x0002,54,1
4.876243,10.0.0.1,10.0.0.3,80,7854,0x0014,54,1
8.359621,10.0.0.2,10.0.0.1,60882,80,0x0010,66,0
1.723275,10.0.0.3,10.0.0.1,55064,80,0x0002,54,1
11.848386,10.0.0.1,10.0.0.2,80,33438,0x0012,74,0
12.882812,10.0.0.1,10.0.0.2,80,33718,0x0010,66,0
6.72847,10.0.0.1,10.0.0.2,80,60404,0x0011,66,0
12.974904,10.0.0.2,10.0.0.1,33738,80,0x0011,66,0
1.269063,10.0.0.3,10.0.0.1,41310,80,0x0002,54,1
4.293452,10.0.0.3,10.0.0.1,56882,80,0x0002,54,1
6.037868,10.0.0.2,10.0.0.1,60252,80,0x0018,138,0
4.896476,10.0.0.3,10.0.0.1,8650,80,0x0002,54,1
11.170623,10.0.0.2,10.0.0.1,33276,80,0x0018,138,0
12.997318,10.0.0.2,10.0.0.1,33750,80,0x0018,138,0
3.77952,10.0.0.1,10.0.0.2,80,39060,0x0010,66,0
1.341784,10.0.0.1,10.0.0.3,80,43920,0x0014,54,1
1.867968,10.0.0.2,10.0.0.1,38522,80,0x0010,66,0
13.261082,10.0.0.2,10.0.0.1,33812,80,0x0018,138,0
0.712293,10.0.0.1,10.0.0.2,80,38214,0x0018,223,0
2.768845,10.0.0.1,10.0.0.3,80,16543,0x0014,54,1
0.67715,10.0.0.1,10.0.0.3,80,20901,0x0014,54,1
3.181736,10.0.0.3,10.0.0.1,26086,80,0x0002,54,1
3.59584,10.0.0.3,10.0.0.1,36596,80,0x0002,54,1
2.555299,10.0.0.1,10.0.0.2,80,38734,0x0012,74,0
11.332309,10.0.0.2,10.0.0.1,33310,80,0x0010,66,0
15.901377,10.0.0.2,10.0.0.1,51720,80,0x0010,66,0
0.33065,10.0.0.1,10.0.0.3,80,11709,0x0014,54,1
0.867746,10.0.0.1,10.0.0.3,80,27689,0x0014,54,1
2.504793,10.0.0.2,10.0.0.1,38716,80,0x0010,66,0
14.242594,10.0.0.2,10.0.0.1,34088,80,0x0002,74,0
12.937376,10.0.0.2,10.0.0.1,33736,80,0x0011,66,0
1.29891,10.0.0.3,10.0.0.1,42251,80,0x0002,54,1
0.161372,10.0.0.3,10.0.0.1,7286,80,0x0002,54,1
2.909503,10.0.0.1,10.0.0.2,80,38828,0x0018,1640,0
2.420745,10.0.0.1,10.0.0.3,80,7977,0x0014,54,1
3.557436,10.0.0.1,10.0.0.3,80,35578,0x0014,54,1
4.544397,10.0.0.1,10.0.0.2,80,39274,0x0018,1640,0
16.672751,10.0.0.1,10.0.0.2,80,51908,0x0010,66,0
0.08839,10.0.0.3,10.0.0.1,4583,80,0x0002,54,1
4.863151,10.0.0.1,10.0.0.3,80,7317,0x0014,54,1
1.924507,10.0.0.1,10.0.0.3,80,61505,0x0014,54,1
4.642746,10.0.0.1,10.0.0.3,80,65533,0x0014,54,1
2.078546,10.0.0.3,10.0.0.1,64830,80,0x0002,54,1
1.651606,10.0.0.3,10.0.0.1,53173,80,0x0002,54,1
8.32772,10.0.0.2,10.0.0.1,60866,80,0x0010,66,0
1.122708,10.0.0.1,10.0.0.3,80,36185,0x0014,54,1
3.250185,10.0.0.3,10.0.0.1,27885,80,0x0002,54,1
7.429551,10.0.0.2,10.0.0.1,60600,80,0x0018,138,0
1.57086,10.0.0.3,10.0.0.1,51197,80,0x0002,54,1
4.29062,10.0.0.2,10.0.0.1,39188,80,0x0010,66,0
2.966769,10.0.0.3,10.0.0.1,21597,80,0x0002,54,1
4.370349,10.0.0.3,10.0.0.1,58910,80,0x0002,54,1
13.450142,10.0.0.1,10.0.0.2,80,33848,0x0011,66,0
8.297791,10.0.0.1,10.0.0.2,80,60862,0x0010,66,0
0.912654,10.0.0.1,10.0.0.3,80,29324,0x0014,54,1
0.250282,10.0.0.1,10.0.0.3,80,9584,0x0014,54,1
6.60533,10.0.0.2,10.0.0.1,60380,80,0x0010,66,0
8.986063,10.0.0.2,10.0.0.1,32784,80,0x0010,66,0
0.955409,10.0.0.3,10.0.0.1,30713,80,0x0002,54,1
5.13371,10.0.0.3,10.0.0.1,17310,80,0x0002,54,1
1.255854,10.0.0.1,10.0.0.2,80,38364,0x0018,223,0
13.673661,10.0.0.2,10.0.0.1,33924,80,0x0011,66,0
13.962805,10.0.0.1,10.0.0.2,80,34028,0x0019,192,0
0.116438,10.0.0.1,10.0.0.3,80,5656,0x0014,54,1
0.61492,10.0.0.3,10.0.0.1,18679,80,0x0002,54,1
3.609275,10.0.0.3,10.0.0.1,37143,80,0x0002,54,1
11.512972,10.0.0.1,10.0.0.2,80,33360,0x0010,66,0
13.255479,10.0.0.2,10.0.0.1,33812,80,0x0010,66,0
2.987178,10.0.0.2,10.0.0.1,38868,80,0x0002,74,0
9.842968,10.0.0.1,10.0.0.2,80,32948,0x0018,1640,0
13.602653,10.0.0.2,10.0.0.1,33896,80,0x0018,138,0
12.839185,10.0.0.2,10.0.0.1,33704,80,0x0018,138,0
0.183951,10.0.0.2,10.0.0.1,38078,80,0x0010,66,0
2.032158,10.0.0.3,10.0.0.1,63903,80,0x0002,54,1
12.810829,10.0.0.2,10.0.0.1,33702,80,0x0011,66,0
1.434506,10.0.0.3,10.0.0.1,47573,80,0x0002,54,1
14.275187,10.0.0.1,10.0.0.2,80,34090,0x0012,74,0
0.71456,10.0.0.1,10.0.0.3,80,22351,0x0014,54,1
3.893738,10.0.0.2,10.0.0.1,39084,80,0x0010,66,0
0.750204,10.0.0.1,10.0.0.3,80,23716,0x0014,54,1
10.011825,10.0.0.1,10.0.0.2,80,32976,0x0010,66,0
15.10993,10.0.0.2,10.0.0.1,34314,80,0x0010,66,0
15.809235,10.0.0.1,10.0.0.2,80,51700,0x0010,66,0
9.796316,10.0.0.1,10.0.0.2,80,32942,0x0012,74,0
2.755065,10.0.0.1,10.0.0.3,80,16191,0x0014,54,1
0.899411,10.0.0.1,10.0.0.3,80,28844,0x0014,54,1
14.988743,10.0.0.1,10.0.0.2,80,34280,0x0010,66,0
0.801079,10.0.0.3,10.0.0.1,25211,80,0x0002,54,1
4.53787,10.0.0.2,10.0.0.1,39274,80,0x0018,138,0
2.939875,10.0.0.2,10.0.0.1,38842,80,0x0011,66,0
15.907442,10.0.0.1,10.0.0.2,80,51720,0x0010,66,0
7.541204,10.0.0.1,10.0.0.2,80,60614,0x0011,66,0
2.133852,10.0.0.1,10.0.0.3,80,493,0x0014,54,1
4.739139,10.0.0.1,10.0.0.2,80,39300,0x0018,223,0
8.020641,10.0.0.1,10.0.0.2,80,60786,0x0012,74,0
10.339453,10.0.0.2,10.0.0.1,33056,80,0x0011,66,0
0.676708,10.0.0.1,10.0.0.3,80,20882,0x0014,54,1
11.169377,10.0.0.2,10.0.0.1,33276,80,0x0010,66,0
4.223484,10.0.0.1,10.0.0.3,80,54971,0x0014,54,1
2.033084,10.0.0.1,10.0.0.2,80,38564,0x0018,223,0
17.139473,10.0.0.2,10.0.0.1,52024,80,0x0010,66,0
8.368033,10.0.0.2,10.0.0.1,60882,80,0x0010,66,0
2.593336,10.0.0.1,10.0.0.2,80,38748,0x0010,66,0
4.029629,10.0.0.1,10.0.0.3,80,50961,0x0014,54,1
2.624362,10.0.0.3,10.0.0.1,12868,80,0x0002,54,1
6.816083,10.0.0.2,10.0.0.1,60418,80,0x0010,66,0
1.353953,10.0.0.1,10.0.0.3,80,44415,0x0014,54,1
4.77222,10.0.0.2,10.0.0.1,39304,80,0x0010,66,0
1.75392,10.0.0.2,10.0.0.1,38480,80,0x0002,74,0
5.22499,10.0.0.3,10.0.0.1,20520,80,0x0002,54,1
2.567131,10.0.0.1,10.0.0.3,80,11355,0x0014,54,1
1.186919,10.0.0.3,10.0.0.1,38531,80,0x0002,54,1
0.788218,10.0.0.3,10.0.0.1,24673,80,0x0002,54,1
12.554388,10.0.0.1,10.0.0.2,80,33628,0x0010,66,0
4.759193,10.0.0.3,10.0.0.1,3456,80,0x0002,54,1
0.674579,10.0.0.1,10.0.0.2,80,38200,0x0018,1640,0
2.809209,10.0.0.3,10.0.0.1,17572,80,0x0002,54,1
2.901675,10.0.0.1,10.0.0.3,80,19907,0x0014,54,1
3.394964,10.0.0.3,10.0.0.1,31591,80,0x0002,54,1
9.638312,10.0.0.1,10.0.0.2,80,32910,0x0012,74,0
5.322752,10.0.0.3,10.0.0.1,24378,80,0x0002,54,1
0.174378,10.0.0.1,10.0.0.3,80,7579,0x0014,54,1
10.654121,10.0.0.2,10.0.0.1,33142,80,0x0010,66,0
0.216382,10.0.0.2,10.0.0.1,38082,80,0x0010,66,0
4.218367,10.0.0.2,10.0.0.1,39164,80,0x0010,66,0
7.432451,10.0.0.1,10.0.0.2,80,60600,0x0018,223,0
8.395267,10.0.0.2,10.0.0.1,60888,80,0x0010,66,0
0.259971,10.0.0.1,10.0.0.3,80,9839,0x0014,54,1
4.601201,10.0.0.1,10.0.0.3,80,64453,0x0014,54,1
2.124424,10.0.0.1,10.0.0.3,80,257,0x0014,54,1
2.14695,10.0.0.1,10.0.0.2,80,38594,0x0018,223,0
0.774162,10.0.0.3,10.0.0.1,24326,80,0x0002,54,1
4.77941,10.0.0.1,10.0.0.3,80,4259,0x0014,54,1
4.951368,10.0.0.1,10.0.0.3,80,10656,0x0014,54,1
2.169894,10.0.0.1,10.0.0.3,80,1392,0x0014,54,1
0.161426,10.0.0.1,10.0.0.3,80,7288,0x0014,54,1
3.823463,10.0.0.2,10.0.0.1,39076,80,0x0010,66,0
5.291703,10.0.0.1,10.0.0.3,80,23115,0x0014,54,1
12.054056,10.0.0.2,10.0.0.1,33512,80,0x0018,138,0
15.806808,10.0.0.1,10.0.0.2,80,51700,0x0019,192,0
1.337893,10.0.0.1,10.0.0.3,80,43761,0x0014,54,1
0.675983,10.0.0.3,10.0.0.1,20851,80,0x0002,54,1
0.03303,10.0.0.2,10.0.0.1,38066,80,0x0002,74,0
4.876917,10.0.0.3,10.0.0.1,7882,80,0x0002,54,1
2.44395,10.0.0.1,10.0.0.2,80,38690,0x0011,66,0
4.055854,10.0.0.1,10.0.0.3,80,51431,0x0014,54,1
1.61562,10.0.0.1,10.0.0.3,80,52327,0x0014,54,1
3.932697,10.0.0.2,10.0.0.1,39088,80,0x0010,66,0
4.294471,10.0.0.1,10.0.0.3,80,56911,0x0014,54,1
1.417259,10.0.0.2,10.0.0.1,38416,80,0x0011,66,0
0.45386,10.0.0.1,10.0.0.3,80,15090,0x0014,54,1
5.056716,10.0.0.3,10.0.0.1,14563,80,0x0002,54,1
4.855412,10.0.0.2,10.0.0.1,39330,80,0x0018,138,0
10.340504,10.0.0.2,10.0.0.1,33056,80,0x0010,66,0
3.223206,10.0.0.1,10.0.0.3,80,27173,0x0014,54,1
0.736623,10.0.0.3,10.0.0.1,23245,80,0x0002,54,1
3.311147,10.0.0.1,10.0.0.3,80,29480,0x0014,54,1
0.130326,10.0.0.1,10.0.0.2,80,38076,0x0012,74,0
0.995051,10.0.0.3,10.0.0.1,32225,80,0x0002,54,1
3.277685,10.0.0.1,10.0.0.3,80,28577,0x0014,54,1
3.025748,10.0.0.2,10.0.0.1,38872,80,0x0010,66,0
8.514349,10.0.0.1,10.0.0.2,80,60908,0x0018,1640,0
0.470961,10.0.0.1,10.0.0.3,80,15565,0x0014,54,1
2.777416,10.0.0.2,10.0.0.1,38792,80,0x0002,74,0
0.248776,10.0.0.1,10.0.0.3,80,9549,0x0014,54,1
15.937614,10.0.0.1,10.0.0.2,80,51728,0x0018,223,0
2.964805,10.0.0.3,10.0.0.1,21539,80,0x0002,54,1
4.20066,10.0.0.1,10.0.0.3,80,54402,0x0014,54,1
3.795639,10.0.0.3,10.0.0.1,44299,80,0x0002,54,1
14.680831,10.0.0.1,10.0.0.2,80,34188,0x0018,223,0
4.632145,10.0.0.1,10.0.0.3,80,65295,0x0014,54,1
5.33012,10.0.0.1,10.0.0.3,80,24616,0x0014,54,1
1.72036,10.0.0.2,10.0.0.1,38472,80,0x0002,74,0
1.182864,10.0.0.3,10.0.0.1,38362,80,0x0002,54,1
11.632637,10.0.0.2,10.0.0.1,33396,80,0x0002,74,0
4.084376,10.0.0.2,10.0.0.1,39126,80,0x0018,138,0
3.209441,10.0.0.3,10.0.0.1,26822,80,0x0002,54,1
1.865262,10.0.0.1,10.0.0.3,80,59831,0x0014,54,1
12.208814,10.0.0.1,10.0.0.2,80,33540,0x0011,66,0
6.722401,10.0.0.1,10.0.0.2,80,60404,0x0012,74,0
1.336971,10.0.0.3,10.0.0.1,43727,80,0x0002,54,1
2.780196,10.0.0.3,10.0.0.1,16856,80,0x0002,54,1
1.010939,10.0.0.1,10.0.0.3,80,32811,0x0014,54,1
11.089533,10.0.0.2,10.0.0.1,33244,80,0x0010,66,0
7.30454,10.0.0.1,10.0.0.2,80,60552,0x0018,1640,0
5.441698,10.0.0.3,10.0.0.1,28172,80,0x0002,54,1
1.550271,10.0.0.1,10.0.0.3,80,50653,0x0014,54,1
0.793749,10.0.0.1,10.0.0.3,80,24903,0x0014,54,1
1.750695,10.0.0.1,10.0.0.3,80,55832,0x0014,54,1
5.286591,10.0.0.3,10.0.0.1,22900,80,0x0002,54,1
4.887566,10.0.0.1,10.0.0.3,80,8279,0x0014,54,1
3.130289,10.0.0.1,10.0.0.2,80,38904,0x0010,66,0
0.893242,10.0.0.2,10.0.0.1,38236,80,0x0010,66,0
3.183543,10.0.0.1,10.0.0.2,80,38916,0x0010,66,0
2.9515,10.0.0.3,10.0.0.1,21184,80,0x0002,54,1
3.767136,10.0.0.1,10.0.0.3,80,43207,0x0014,54,1
9.606601,10.0.0.1,10.0.0.2,80,32898,0x0011,66,0
4.21532,10.0.0.1,10.0.0.3,80,54781,0x0014,54,1
2.610243,10.0.0.1,10.0.0.3,80,12479,0x0014,54,1
14.964623,10.0.0.1,10.0.0.2,80,34274,0x0019,192,0
9.917843,10.0.0.1,10.0.0.2,80,32964,0x0010,66,0
1.27838,10.0.0.3,10.0.0.1,41504,80,0x0002,54,1
5.106185,10.0.0.1,10.0.0.2,80,39388,0x0010,66,0
0.759321,10.0.0.2,10.0.0.1,38224,80,0x0010,66,0
1.186575,10.0.0.1,10.0.0.3,80,38516,0x0014,54,1
2.654585,10.0.0.2,10.0.0.1,38770,80,0x0010,66,0
3.452061,10.0.0.3,10.0.0.1,33126,80,0x0002,54,1
5.321575,10.0.0.1,10.0.0.3,80,24329,0x0014,54,1
1.144212,10.0.0.1,10.0.0.3,80,36943,0x0014,54,1
1.062715,10.0.0.3,10.0.0.1,34787,80,0x0002,54,1
2.725098,10.0.0.1,10.0.0.3,80,15395,0x0014,54,1
1.840699,10.0.0.3,10.0.0.1,58887,80,0x0002,54,1
4.626552,10.0.0.1,10.0.0.3,80,65135,0x0014,54,1
4.566743,10.0.0.1,10.0.0.2,80,39278,0x0010,66,0
4.724794,10.0.0.1,10.0.0.3,80,2093,0x0014,54,1
2.301061,10.0.0.3,10.0.0.1,4943,80,0x0002,54,1
9.06193,10.0.0.2,10.0.0.1,32810,80,0x0010,66,0
1.39876,10.0.0.3,10.0.0.1,46184,80,0x0002,54,1
5.325623,10.0.0.3,10.0.0.1,24494,80,0x0002,54,1
15.98465,10.0.0.2,10.0.0.1,51740,80,0x0010,66,0
10.269436,10.0.0.1,10.0.0.2,80,33042,0x0011,66,0
12.692132,10.0.0.1,10.0.0.2,80,33654,0x0018,1640,0
1.912754,10.0.0.1,10.0.0.3,80,61156,0x0014,54,1
5.308752,10.0.0.3,10.0.0.1,23794,80,0x0002,54,1
3.434344,10.0.0.3,10.0.0.1,32648,80,0x0002,54,1
14.742655,10.0.0.1,10.0.0.2,80,34202,0x0018,223,0
16.14236,10.0.0.2,10.0.0.1,51764,80,0x0002,74,0
2.97912,10.0.0.3,10.0.0.1,21938,80,0x0002,54,1
12.233449,10.0.0.2,10.0.0.1,33554,80,0x0018,138,0
15.023391,10.0.0.1,10.0.0.2,80,34292,0x0010,66,0
10.742404,10.0.0.2,10.0.0.1,33156,80,0x0011,66,0
4.603988,10.0.0.1,10.0.0.3,80,64532,0x0014,54,1
2.046562,10.0.0.1,10.0.0.3,80,64245,0x0014,54,1
1.8572,10.0.0.1,10.0.0.3,80,59505,0x0014,54,1
10.122821,10.0.0.2,10.0.0.1,33010,80,0x0002,74,0
8.302748,10.0.0.2,10.0.0.1,60862,80,0x0011,66,0
1.13729,10.0.0.1,10.0.0.3,80,36673,0x0014,54,1
5.500521,10.0.0.3,10.0.0.1,29519,80,0x0002,54,1
3.99818,10.0.0.3,10.0.0.1,50351,80,0x0002,54,1
4.349666,10.0.0.3,10.0.0.1,58339,80,0x0002,54,1
5.170995,10.0.0.1,10.0.0.3,80,18540,0x0014,54,1
3.885087,10.0.0.3,10.0.0.1,47619,80,0x0002,54,1
10.86848,10.0.0.1,10.0.0.2,80,33200,0x0018,223,0
6.536759,10.0.0.1,10.0.0.2,80,60366,0x0018,223,0
2.496969,10.0.0.2,10.0.0.1,38716,80,0x0002,74,0
3.236596,10.0.0.3,10.0.0.1,27521,80,0x0002,54,1
