frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.len
8.031851000,10.0.0.2,10.0.0.1,60786,80,0x0010,66
8.031952000,10.0.0.1,10.0.0.2,80,60786,0x0011,66
8.034715000,10.0.0.2,10.0.0.1,60786,80,0x0011,66
8.034745000,10.0.0.1,10.0.0.2,80,60786,0x0010,66
8.049813000,10.0.0.2,10.0.0.1,60788,80,0x0002,74
8.049844000,10.0.0.1,10.0.0.2,80,60788,0x0012,74
8.049973000,10.0.0.2,10.0.0.1,60788,80,0x0010,66
8.058566000,10.0.0.2,10.0.0.1,60788,80,0x0018,138
8.059239000,10.0.0.1,10.0.0.2,80,60788,0x0010,66
8.063584000,10.0.0.1,10.0.0.2,80,60788,0x0018,223
8.064485000,10.0.0.2,10.0.0.1,60788,80,0x0010,66
8.066342000,10.0.0.1,10.0.0.2,80,60788,0x0018,1640
8.066405000,10.0.0.2,10.0.0.1,60788,80,0x0010,66
8.066484000,10.0.0.1,10.0.0.2,80,60788,0x0011,66
8.066988000,10.0.0.2,10.0.0.1,60788,80,0x0011,66
8.067015000,10.0.0.1,10.0.0.2,80,60788,0x0010,66
8.086039000,10.0.0.2,10.0.0.1,60802,80,0x0002,74
8.086068000,10.0.0.1,10.0.0.2,80,60802,0x0012,74
8.086096000,10.0.0.2,10.0.0.1,60802,80,0x0010,66
8.092919000,10.0.0.2,10.0.0.1,60802,80,0x0018,138
8.093194000,10.0.0.1,10.0.0.2,80,60802,0x0010,66
8.096442000,10.0.0.1,10.0.0.2,80,60802,0x0018,223
8.096547000,10.0.0.2,10.0.0.1,60802,80,0x0010,66
8.097054000,10.0.0.1,10.0.0.2,80,60802,0x0018,1640
8.097114000,10.0.0.2,10.0.0.1,60802,80,0x0010,66
8.098537000,10.0.0.1,10.0.0.2,80,60802,0x0011,66
8.100896000,10.0.0.2,10.0.0.1,60802,80,0x0011,66
8.101013000,10.0.0.1,10.0.0.2,80,60802,0x0010,66
8.125888000,10.0.0.2,10.0.0.1,60804,80,0x0002,74
8.125945000,10.0.0.1,10.0.0.2,80,60804,0x0012,74
8.125988000,10.0.0.2,10.0.0.1,60804,80,0x0010,66
8.126609000,10.0.0.2,10.0.0.1,60804,80,0x0018,138
8.126622000,10.0.0.1,10.0.0.2,80,60804,0x0010,66
8.132985000,10.0.0.1,10.0.0.2,80,60804,0x0018,223
8.136313000,10.0.0.2,10.0.0.1,60804,80,0x0010,66
8.148541000,10.0.0.1,10.0.0.2,80,60804,0x0018,1640
8.148598000,10.0.0.2,10.0.0.1,60804,80,0x0010,66
8.148666000,10.0.0.1,10.0.0.2,80,60804,0x0011,66
8.148896000,10.0.0.2,10.0.0.1,60804,80,0x0011,66
8.148911000,10.0.0.1,10.0.0.2,80,60804,0x0010,66
8.170555000,10.0.0.2,10.0.0.1,60818,80,0x0002,74
8.170584000,10.0.0.1,10.0.0.2,80,60818,0x0012,74
8.170613000,10.0.0.2,10.0.0.1,60818,80,0x0010,66
8.182966000,10.0.0.2,10.0.0.1,60818,80,0x0018,138
8.183195000,10.0.0.1,10.0.0.2,80,60818,0x0010,66
8.184778000,10.0.0.1,10.0.0.2,80,60818,0x0018,223
8.184981000,10.0.0.1,10.0.0.2,80,60818,0x0010,1514
8.185057000,10.0.0.1,10.0.0.2,80,60818,0x0019,192
8.185345000,10.0.0.2,10.0.0.1,60818,80,0x0010,66
8.185779000,10.0.0.2,10.0.0.1,60818,80,0x0011,66
8.185807000,10.0.0.1,10.0.0.2,80,60818,0x0010,66
8.203899000,10.0.0.2,10.0.0.1,60822,80,0x0002,74
8.203927000,10.0.0.1,10.0.0.2,80,60822,0x0012,74
8.203956000,10.0.0.2,10.0.0.1,60822,80,0x0010,66
8.205656000,10.0.0.2,10.0.0.1,60822,80,0x0018,138
8.205681000,10.0.0.1,10.0.0.2,80,60822,0x0010,66
8.207875000,10.0.0.1,10.0.0.2,80,60822,0x0018,223
8.207942000,10.0.0.2,10.0.0.1,60822,80,0x0010,66
8.208420000,10.0.0.1,10.0.0.2,80,60822,0x0018,1640
8.208451000,10.0.0.2,10.0.0.1,60822,80,0x0010,66
8.208689000,10.0.0.2,10.0.0.1,60822,80,0x0011,66
8.209278000,10.0.0.1,10.0.0.2,80,60822,0x0011,66
8.209345000,10.0.0.2,10.0.0.1,60822,80,0x0010,66
8.233306000,10.0.0.2,10.0.0.1,60832,80,0x0002,74
8.233337000,10.0.0.1,10.0.0.2,80,60832,0x0012,74
8.233364000,10.0.0.2,10.0.0.1,60832,80,0x0010,66
8.236984000,10.0.0.2,10.0.0.1,60832,80,0x0018,138
8.237004000,10.0.0.1,10.0.0.2,80,60832,0x0010,66
8.238960000,10.0.0.1,10.0.0.2,80,60832,0x0018,223
8.239730000,10.0.0.2,10.0.0.1,60832,80,0x0010,66
8.240058000,10.0.0.1,10.0.0.2,80,60832,0x0018,1640
8.240121000,10.0.0.2,10.0.0.1,60832,80,0x0010,66
8.240890000,10.0.0.2,10.0.0.1,60832,80,0x0011,66
8.241871000,10.0.0.1,10.0.0.2,80,60832,0x0011,66
8.241923000,10.0.0.2,10.0.0.1,60832,80,0x0010,66
8.260939000,10.0.0.2,10.0.0.1,60846,80,0x0002,74
8.261138000,10.0.0.1,10.0.0.2,80,60846,0x0012,74
8.261179000,10.0.0.2,10.0.0.1,60846,80,0x0010,66
8.264110000,10.0.0.2,10.0.0.1,60846,80,0x0018,138
8.264142000,10.0.0.1,10.0.0.2,80,60846,0x0010,66
8.266782000,10.0.0.1,10.0.0.2,80,60846,0x0018,223
8.267409000,10.0.0.2,10.0.0.1,60846,80,0x0010,66
8.267892000,10.0.0.1,10.0.0.2,80,60846,0x0018,1640
8.267923000,10.0.0.2,10.0.0.1,60846,80,0x0010,66
8.270771000,10.0.0.1,10.0.0.2,80,60846,0x0011,66
8.272450000,10.0.0.2,10.0.0.1,60846,80,0x0011,66
8.272478000,10.0.0.1,10.0.0.2,80,60846,0x0010,66
8.294646000,10.0.0.2,10.0.0.1,60862,80,0x0002,74
8.294674000,10.0.0.1,10.0.0.2,80,60862,0x0012,74
8.294702000,10.0.0.2,10.0.0.1,60862,80,0x0010,66
8.297756000,10.0.0.2,10.0.0.1,60862,80,0x0018,138
8.297791000,10.0.0.1,10.0.0.2,80,60862,0x0010,66
8.300261000,10.0.0.1,10.0.0.2,80,60862,0x0018,223
8.300371000,10.0.0.1,10.0.0.2,80,60862,0x0010,1514
8.300446000,10.0.0.1,10.0.0.2,80,60862,0x0019,192
8.300691000,10.0.0.2,10.0.0.1,60862,80,0x0010,66
8.302748000,10.0.0.2,10.0.0.1,60862,80,0x0011,66
8.302783000,10.0.0.1,10.0.0.2,80,60862,0x0010,66
8.325454000,10.0.0.2,10.0.0.1,60866,80,0x0002,74
8.325486000,10.0.0.1,10.0.0.2,80,60866,0x0012,74
8.325517000,10.0.0.2,10.0.0.1,60866,80,0x0010,66
8.326093000,10.0.0.2,10.0.0.1,60866,80,0x0018,138
8.326111000,10.0.0.1,10.0.0.2,80,60866,0x0010,66
8.327665000,10.0.0.1,10.0.0.2,80,60866,0x0018,223
8.327720000,10.0.0.2,10.0.0.1,60866,80,0x0010,66
8.327762000,10.0.0.1,10.0.0.2,80,60866,0x0018,1640
8.327777000,10.0.0.2,10.0.0.1,60866,80,0x0010,66
8.327825000,10.0.0.1,10.0.0.2,80,60866,0x0011,66
8.328308000,10.0.0.2,10.0.0.1,60866,80,0x0011,66
8.328323000,10.0.0.1,10.0.0.2,80,60866,0x0010,66
8.359557000,10.0.0.2,10.0.0.1,60882,80,0x0002,74
8.359589000,10.0.0.1,10.0.0.2,80,60882,0x0012,74
8.359621000,10.0.0.2,10.0.0.1,60882,80,0x0010,66
8.361613000,10.0.0.2,10.0.0.1,60882,80,0x0018,138
8.361642000,10.0.0.1,10.0.0.2,80,60882,0x0010,66
8.367904000,10.0.0.1,10.0.0.2,80,60882,0x0018,223
8.367966000,10.0.0.2,10.0.0.1,60882,80,0x0010,66
8.368021000,10.0.0.1,10.0.0.2,80,60882,0x0018,1640
8.368033000,10.0.0.2,10.0.0.1,60882,80,0x0010,66
8.368086000,10.0.0.1,10.0.0.2,80,60882,0x0011,66
8.374950000,10.0.0.2,10.0.0.1,60882,80,0x0011,66
8.374984000,10.0.0.1,10.0.0.2,80,60882,0x0010,66
8.395210000,10.0.0.2,10.0.0.1,60888,80,0x0002,74
8.395238000,10.0.0.1,10.0.0.2,80,60888,0x0012,74
8.395267000,10.0.0.2,10.0.0.1,60888,80,0x0010,66
8.399741000,10.0.0.2,10.0.0.1,60888,80,0x0018,138
8.399788000,10.0.0.1,10.0.0.2,80,60888,0x0010,66
8.405023000,10.0.0.1,10.0.0.2,80,60888,0x0018,223
8.405086000,10.0.0.2,10.0.0.1,60888,80,0x0010,66
8.405216000,10.0.0.1,10.0.0.2,80,60888,0x0018,1640
8.405232000,10.0.0.2,10.0.0.1,60888,80,0x0010,66
8.406335000,10.0.0.2,10.0.0.1,60888,80,0x0011,66
8.407327000,10.0.0.1,10.0.0.2,80,60888,0x0011,66
8.407377000,10.0.0.2,10.0.0.1,60888,80,0x0010,66
8.432121000,10.0.0.2,10.0.0.1,60892,80,0x0002,74
8.432153000,10.0.0.1,10.0.0.2,80,60892,0x0012,74
8.432186000,10.0.0.2,10.0.0.1,60892,80,0x0010,66
8.440747000,10.0.0.2,10.0.0.1,60892,80,0x0018,138
8.440778000,10.0.0.1,10.0.0.2,80,60892,0x0010,66
8.441959000,10.0.0.1,10.0.0.2,80,60892,0x0018,223
8.442023000,10.0.0.1,10.0.0.2,80,60892,0x0010,1514
8.442072000,10.0.0.1,10.0.0.2,80,60892,0x0019,192
8.442236000,10.0.0.2,10.0.0.1,60892,80,0x0010,66
8.442542000,10.0.0.2,10.0.0.1,60892,80,0x0011,66
8.442559000,10.0.0.1,10.0.0.2,80,60892,0x0010,66
8.469706000,10.0.0.2,10.0.0.1,60906,80,0x0002,74
8.469739000,10.0.0.1,10.0.0.2,80,60906,0x0012,74
8.469774000,10.0.0.2,10.0.0.1,60906,80,0x0010,66
8.477870000,10.0.0.2,10.0.0.1,60906,80,0x0018,138
8.477901000,10.0.0.1,10.0.0.2,80,60906,0x0010,66
8.481484000,10.0.0.1,10.0.0.2,80,60906,0x0018,223
8.481547000,10.0.0.2,10.0.0.1,60906,80,0x0010,66
8.481648000,10.0.0.1,10.0.0.2,80,60906,0x0018,1640
8.481663000,10.0.0.2,10.0.0.1,60906,80,0x0010,66
8.483551000,10.0.0.2,10.0.0.1,60906,80,0x0011,66
8.484396000,10.0.0.1,10.0.0.2,80,60906,0x0011,66
8.484505000,10.0.0.2,10.0.0.1,60906,80,0x0010,66
8.504081000,10.0.0.2,10.0.0.1,60908,80,0x0002,74
8.504108000,10.0.0.1,10.0.0.2,80,60908,0x0012,74
8.504136000,10.0.0.2,10.0.0.1,60908,80,0x0010,66
8.512111000,10.0.0.2,10.0.0.1,60908,80,0x0018,138
8.512140000,10.0.0.1,10.0.0.2,80,60908,0x0010,66
8.514248000,10.0.0.1,10.0.0.2,80,60908,0x0018,223
8.514304000,10.0.0.2,10.0.0.1,60908,80,0x0010,66
8.514349000,10.0.0.1,10.0.0.2,80,60908,0x0018,1640
8.514361000,10.0.0.2,10.0.0.1,60908,80,0x0010,66
8.514413000,10.0.0.1,10.0.0.2,80,60908,0x0011,66
8.517887000,10.0.0.2,10.0.0.1,60908,80,0x0011,66
8.517944000,10.0.0.1,10.0.0.2,80,60908,0x0010,66
8.538852000,10.0.0.2,10.0.0.1,60912,80,0x0002,74
8.538880000,10.0.0.1,10.0.0.2,80,60912,0x0012,74
8.538909000,10.0.0.2,10.0.0.1,60912,80,0x0010,66
8.539466000,10.0.0.2,10.0.0.1,60912,80,0x0018,138
8.539481000,10.0.0.1,10.0.0.2,80,60912,0x0010,66
8.546432000,10.0.0.1,10.0.0.2,80,60912,0x0018,223
8.547674000,10.0.0.2,10.0.0.1,60912,80,0x0010,66
8.547957000,10.0.0.1,10.0.0.2,80,60912,0x0018,1640
8.547981000,10.0.0.2,10.0.0.1,60912,80,0x0010,66
8.548201000,10.0.0.2,10.0.0.1,60912,80,0x0011,66
8.551427000,10.0.0.1,10.0.0.2,80,60912,0x0011,66
8.551551000,10.0.0.2,10.0.0.1,60912,80,0x0010,66
8.573931000,10.0.0.2,10.0.0.1,60920,80,0x0002,74
8.573960000,10.0.0.1,10.0.0.2,80,60920,0x0012,74
8.573987000,10.0.0.2,10.0.0.1,60920,80,0x0010,66
8.582459000,10.0.0.2,10.0.0.1,60920,80,0x0018,138
8.582499000,10.0.0.1,10.0.0.2,80,60920,0x0010,66
8.584108000,10.0.0.1,10.0.0.2,80,60920,0x0018,223
8.584174000,10.0.0.1,10.0.0.2,80,60920,0x0010,1514
8.584239000,10.0.0.1,10.0.0.2,80,60920,0x0019,192
8.584837000,10.0.0.2,10.0.0.1,60920,80,0x0010,66
8.585391000,10.0.0.2,10.0.0.1,60920,80,0x0011,66
8.585412000,10.0.0.1,10.0.0.2,80,60920,0x0010,66
8.613603000,10.0.0.2,10.0.0.1,60922,80,0x0002,74
8.613644000,10.0.0.1,10.0.0.2,80,60922,0x0012,74
8.613702000,10.0.0.2,10.0.0.1,60922,80,0x0010,66
8.620706000,10.0.0.2,10.0.0.1,60922,80,0x0018,138
8.620760000,10.0.0.1,10.0.0.2,80,60922,0x0010,66
8.623723000,10.0.0.1,10.0.0.2,80,60922,0x0018,223
8.625493000,10.0.0.2,10.0.0.1,60922,80,0x0010,66
8.625915000,10.0.0.1,10.0.0.2,80,60922,0x0018,1640
8.626003000,10.0.0.2,10.0.0.1,60922,80,0x0010,66
8.626146000,10.0.0.1,10.0.0.2,80,60922,0x0011,66
8.629061000,10.0.0.2,10.0.0.1,60922,80,0x0011,66
8.629103000,10.0.0.1,10.0.0.2,80,60922,0x0010,66
8.661791000,10.0.0.2,10.0.0.1,60938,80,0x0002,74
8.661841000,10.0.0.1,10.0.0.2,80,60938,0x0012,74
8.661884000,10.0.0.2,10.0.0.1,60938,80,0x0010,66
8.672989000,10.0.0.2,10.0.0.1,60938,80,0x0018,138
8.673029000,10.0.0.1,10.0.0.2,80,60938,0x0010,66
8.675412000,10.0.0.1,10.0.0.2,80,60938,0x0018,223
8.675472000,10.0.0.2,10.0.0.1,60938,80,0x0010,66
8.675571000,10.0.0.1,10.0.0.2,80,60938,0x0018,1640
8.675587000,10.0.0.2,10.0.0.1,60938,80,0x0010,66
8.676339000,10.0.0.2,10.0.0.1,60938,80,0x0011,66
8.678524000,10.0.0.1,10.0.0.2,80,60938,0x0011,66
8.678579000,10.0.0.2,10.0.0.1,60938,80,0x0010,66
8.699315000,10.0.0.2,10.0.0.1,60948,80,0x0002,74
8.699378000,10.0.0.1,10.0.0.2,80,60948,0x0012,74
8.699428000,10.0.0.2,10.0.0.1,60948,80,0x0010,66
8.700534000,10.0.0.2,10.0.0.1,60948,80,0x0018,138
8.700562000,10.0.0.1,10.0.0.2,80,60948,0x0010,66
8.701846000,10.0.0.1,10.0.0.2,80,60948,0x0018,223
8.701903000,10.0.0.2,10.0.0.1,60948,80,0x0010,66
8.703632000,10.0.0.1,10.0.0.2,80,60948,0x0018,1640
8.704085000,10.0.0.2,10.0.0.1,60948,80,0x0010,66
8.704895000,10.0.0.1,10.0.0.2,80,60948,0x0011,66
8.705595000,10.0.0.2,10.0.0.1,60948,80,0x0011,66
8.705645000,10.0.0.1,10.0.0.2,80,60948,0x0010,66
8.727778000,10.0.0.2,10.0.0.1,60964,80,0x0002,74
8.727845000,10.0.0.1,10.0.0.2,80,60964,0x0012,74
8.727898000,10.0.0.2,10.0.0.1,60964,80,0x0010,66
8.733564000,10.0.0.2,10.0.0.1,60964,80,0x0018,138
8.733589000,10.0.0.1,10.0.0.2,80,60964,0x0010,66
8.739780000,10.0.0.1,10.0.0.2,80,60964,0x0018,223
8.739940000,10.0.0.2,10.0.0.1,60964,80,0x0010,66
8.740784000,10.0.0.1,10.0.0.2,80,60964,0x0018,1640
8.740926000,10.0.0.2,10.0.0.1,60964,80,0x0010,66
8.741008000,10.0.0.1,10.0.0.2,80,60964,0x0011,66
8.741476000,10.0.0.2,10.0.0.1,60964,80,0x0011,66
8.741496000,10.0.0.1,10.0.0.2,80,60964,0x0010,66
8.775307000,10.0.0.2,10.0.0.1,60966,80,0x0002,74
8.775337000,10.0.0.1,10.0.0.2,80,60966,0x0012,74
8.775366000,10.0.0.2,10.0.0.1,60966,80,0x0010,66
8.778485000,10.0.0.2,10.0.0.1,60966,80,0x0018,138
8.778512000,10.0.0.1,10.0.0.2,80,60966,0x0010,66
8.780051000,10.0.0.1,10.0.0.2,80,60966,0x0018,223
8.780142000,10.0.0.1,10.0.0.2,80,60966,0x0010,1514
8.780202000,10.0.0.1,10.0.0.2,80,60966,0x0019,192
8.780386000,10.0.0.2,10.0.0.1,60966,80,0x0010,66
8.781554000,10.0.0.2,10.0.0.1,60966,80,0x0011,66
8.781589000,10.0.0.1,10.0.0.2,80,60966,0x0010,66
8.824633000,10.0.0.2,10.0.0.1,60974,80,0x0002,74
8.824669000,10.0.0.1,10.0.0.2,80,60974,0x0012,74
8.824702000,10.0.0.2,10.0.0.1,60974,80,0x0010,66
8.829414000,10.0.0.2,10.0.0.1,60974,80,0x0018,138
8.829454000,10.0.0.1,10.0.0.2,80,60974,0x0010,66
8.834224000,10.0.0.1,10.0.0.2,80,60974,0x0018,223
8.834437000,10.0.0.2,10.0.0.1,60974,80,0x0010,66
8.834610000,10.0.0.1,10.0.0.2,80,60974,0x0018,1640
8.834628000,10.0.0.2,10.0.0.1,60974,80,0x0010,66
8.834862000,10.0.0.2,10.0.0.1,60974,80,0x0011,66
8.839188000,10.0.0.1,10.0.0.2,80,60974,0x0011,66
8.839258000,10.0.0.2,10.0.0.1,60974,80,0x0010,66
8.875217000,10.0.0.2,10.0.0.1,60984,80,0x0002,74
8.875243000,10.0.0.1,10.0.0.2,80,60984,0x0012,74
8.875272000,10.0.0.2,10.0.0.1,60984,80,0x0010,66
8.876840000,10.0.0.2,10.0.0.1,60984,80,0x0018,138
8.876867000,10.0.0.1,10.0.0.2,80,60984,0x0010,66
8.879826000,10.0.0.1,10.0.0.2,80,60984,0x0018,223
8.879919000,10.0.0.1,10.0.0.2,80,60984,0x0010,1514
8.879974000,10.0.0.1,10.0.0.2,80,60984,0x0019,192
8.880142000,10.0.0.2,10.0.0.1,60984,80,0x0010,66
8.880455000,10.0.0.2,10.0.0.1,60984,80,0x0011,66
8.880473000,10.0.0.1,10.0.0.2,80,60984,0x0010,66
8.911342000,10.0.0.2,10.0.0.1,60990,80,0x0002,74
8.911370000,10.0.0.1,10.0.0.2,80,60990,0x0012,74
8.911397000,10.0.0.2,10.0.0.1,60990,80,0x0010,66
8.915731000,10.0.0.2,10.0.0.1,60990,80,0x0018,138
8.915761000,10.0.0.1,10.0.0.2,80,60990,0x0010,66
8.917077000,10.0.0.1,10.0.0.2,80,60990,0x0018,223
8.917143000,10.0.0.1,10.0.0.2,80,60990,0x0010,1514
8.918514000,10.0.0.2,10.0.0.1,60990,80,0x0010,66
8.918539000,10.0.0.1,10.0.0.2,80,60990,0x0018,192
8.918563000,10.0.0.2,10.0.0.1,60990,80,0x0010,66
8.919472000,10.0.0.2,10.0.0.1,60990,80,0x0011,66
8.921532000,10.0.0.1,10.0.0.2,80,60990,0x0011,66
8.921615000,10.0.0.2,10.0.0.1,60990,80,0x0010,66
8.949427000,10.0.0.2,10.0.0.1,32772,80,0x0002,74
8.949456000,10.0.0.1,10.0.0.2,80,32772,0x0012,74
8.949488000,10.0.0.2,10.0.0.1,32772,80,0x0010,66
8.950522000,10.0.0.2,10.0.0.1,32772,80,0x0018,138
8.950548000,10.0.0.1,10.0.0.2,80,32772,0x0010,66
8.951481000,10.0.0.1,10.0.0.2,80,32772,0x0018,223
8.951523000,10.0.0.1,10.0.0.2,80,32772,0x0010,1514
8.951560000,10.0.0.1,10.0.0.2,80,32772,0x0019,192
8.951695000,10.0.0.2,10.0.0.1,32772,80,0x0010,66
8.951939000,10.0.0.2,10.0.0.1,32772,80,0x0011,66
8.951955000,10.0.0.1,10.0.0.2,80,32772,0x0010,66
8.981233000,10.0.0.2,10.0.0.1,32784,80,0x0002,74
8.981264000,10.0.0.1,10.0.0.2,80,32784,0x0012,74
8.981294000,10.0.0.2,10.0.0.1,32784,80,0x0010,66
8.983148000,10.0.0.2,10.0.0.1,32784,80,0x0018,138
8.983179000,10.0.0.1,10.0.0.2,80,32784,0x0010,66
8.985779000,10.0.0.1,10.0.0.2,80,32784,0x0018,223
8.985837000,10.0.0.2,10.0.0.1,32784,80,0x0010,66
8.986044000,10.0.0.1,10.0.0.2,80,32784,0x0018,1640
8.986063000,10.0.0.2,10.0.0.1,32784,80,0x0010,66
8.986632000,10.0.0.2,10.0.0.1,32784,80,0x0011,66
8.988838000,10.0.0.1,10.0.0.2,80,32784,0x0011,66
8.988906000,10.0.0.2,10.0.0.1,32784,80,0x0010,66
9.018537000,10.0.0.2,10.0.0.1,32800,80,0x0002,74
9.018562000,10.0.0.1,10.0.0.2,80,32800,0x0012,74
9.018590000,10.0.0.2,10.0.0.1,32800,80,0x0010,66
9.024681000,10.0.0.2,10.0.0.1,32800,80,0x0018,138
9.024708000,10.0.0.1,10.0.0.2,80,32800,0x0010,66
9.026033000,10.0.0.1,10.0.0.2,80,32800,0x0018,223
9.026090000,10.0.0.1,10.0.0.2,80,32800,0x0010,1514
9.026134000,10.0.0.1,10.0.0.2,80,32800,0x0019,192
9.026271000,10.0.0.2,10.0.0.1,32800,80,0x0010,66
9.029965000,10.0.0.2,10.0.0.1,32800,80,0x0011,66
9.030000000,10.0.0.1,10.0.0.2,80,32800,0x0010,66
9.060037000,10.0.0.2,10.0.0.1,32810,80,0x0002,74
9.060064000,10.0.0.1,10.0.0.2,80,32810,0x0012,74
9.060092000,10.0.0.2,10.0.0.1,32810,80,0x0010,66
9.060581000,10.0.0.2,10.0.0.1,32810,80,0x0018,138
9.060590000,10.0.0.1,10.0.0.2,80,32810,0x0010,66
9.061880000,10.0.0.1,10.0.0.2,80,32810,0x0018,223
9.061930000,10.0.0.2,10.0.0.1,32810,80,0x0010,66
9.061961000,10.0.0.1,10.0.0.2,80,32810,0x0018,1640
9.061973000,10.0.0.2,10.0.0.1,32810,80,0x0010,66
9.062009000,10.0.0.1,10.0.0.2,80,32810,0x0011,66
9.063315000,10.0.0.2,10.0.0.1,32810,80,0x0011,66
9.063340000,10.0.0.1,10.0.0.2,80,32810,0x0010,66
9.097584000,10.0.0.2,10.0.0.1,32822,80,0x0002,74
9.097612000,10.0.0.1,10.0.0.2,80,32822,0x0012,74
9.097641000,10.0.0.2,10.0.0.1,32822,80,0x0010,66
9.106382000,10.0.0.2,10.0.0.1,32822,80,0x0018,138
9.106409000,10.0.0.1,10.0.0.2,80,32822,0x0010,66
9.107393000,10.0.0.1,10.0.0.2,80,32822,0x0018,223
9.107445000,10.0.0.2,10.0.0.1,32822,80,0x0010,66
9.109629000,10.0.0.1,10.0.0.2,80,32822,0x0018,1640
9.111543000,10.0.0.2,10.0.0.1,32822,80,0x0010,66
9.114497000,10.0.0.2,10.0.0.1,32822,80,0x0011,66
9.116629000,10.0.0.1,10.0.0.2,80,32822,0x0011,66
9.116702000,10.0.0.2,10.0.0.1,32822,80,0x0010,66
9.156407000,10.0.0.2,10.0.0.1,32834,80,0x0002,74
9.156435000,10.0.0.1,10.0.0.2,80,32834,0x0012,74
9.156468000,10.0.0.2,10.0.0.1,32834,80,0x0010,66
9.158039000,10.0.0.2,10.0.0.1,32834,80,0x0018,138
9.158064000,10.0.0.1,10.0.0.2,80,32834,0x0010,66
9.164819000,10.0.0.1,10.0.0.2,80,32834,0x0018,223
9.164876000,10.0.0.2,10.0.0.1,32834,80,0x0010,66
9.164923000,10.0.0.1,10.0.0.2,80,32834,0x0018,1640
9.164935000,10.0.0.2,10.0.0.1,32834,80,0x0010,66
9.165673000,10.0.0.1,10.0.0.2,80,32834,0x0011,66
9.167210000,10.0.0.2,10.0.0.1,32834,80,0x0011,66
9.167251000,10.0.0.1,10.0.0.2,80,32834,0x0010,66
9.192267000,10.0.0.2,10.0.0.1,32840,80,0x0002,74
9.192296000,10.0.0.1,10.0.0.2,80,32840,0x0012,74
9.192324000,10.0.0.2,10.0.0.1,32840,80,0x0010,66
9.193111000,10.0.0.2,10.0.0.1,32840,80,0x0018,138
9.193122000,10.0.0.1,10.0.0.2,80,32840,0x0010,66
9.197479000,10.0.0.1,10.0.0.2,80,32840,0x0018,223
9.197992000,10.0.0.2,10.0.0.1,32840,80,0x0010,66
9.199966000,10.0.0.1,10.0.0.2,80,32840,0x0018,1640
9.200079000,10.0.0.2,10.0.0.1,32840,80,0x0010,66
9.200883000,10.0.0.2,10.0.0.1,32840,80,0x0011,66
9.202275000,10.0.0.1,10.0.0.2,80,32840,0x0011,66
9.202434000,10.0.0.2,10.0.0.1,32840,80,0x0010,66
9.228149000,10.0.0.2,10.0.0.1,32842,80,0x0002,74
9.228175000,10.0.0.1,10.0.0.2,80,32842,0x0012,74
9.228202000,10.0.0.2,10.0.0.1,32842,80,0x0010,66
9.230367000,10.0.0.2,10.0.0.1,32842,80,0x0018,138
9.230394000,10.0.0.1,10.0.0.2,80,32842,0x0010,66
9.231928000,10.0.0.1,10.0.0.2,80,32842,0x0018,223
9.231994000,10.0.0.1,10.0.0.2,80,32842,0x0010,1514
9.232039000,10.0.0.1,10.0.0.2,80,32842,0x0019,192
9.232702000,10.0.0.2,10.0.0.1,32842,80,0x0010,66
9.233121000,10.0.0.2,10.0.0.1,32842,80,0x0011,66
9.233142000,10.0.0.1,10.0.0.2,80,32842,0x0010,66
9.266466000,10.0.0.2,10.0.0.1,32846,80,0x0002,74
9.266493000,10.0.0.1,10.0.0.2,80,32846,0x0012,74
9.266521000,10.0.0.2,10.0.0.1,32846,80,0x0010,66
9.270683000,10.0.0.2,10.0.0.1,32846,80,0x0018,138
9.270717000,10.0.0.1,10.0.0.2,80,32846,0x0010,66
9.272562000,10.0.0.1,10.0.0.2,80,32846,0x0018,223
9.272627000,10.0.0.2,10.0.0.1,32846,80,0x0010,66
9.272674000,10.0.0.1,10.0.0.2,80,32846,0x0018,1640
9.272688000,10.0.0.2,10.0.0.1,32846,80,0x0010,66
9.272740000,10.0.0.1,10.0.0.2,80,32846,0x0011,66
9.276732000,10.0.0.2,10.0.0.1,32846,80,0x0011,66
9.276792000,10.0.0.1,10.0.0.2,80,32846,0x0010,66
9.309587000,10.0.0.2,10.0.0.1,32848,80,0x0002,74
9.309630000,10.0.0.1,10.0.0.2,80,32848,0x0012,74
9.309662000,10.0.0.2,10.0.0.1,32848,80,0x0010,66
9.311899000,10.0.0.2,10.0.0.1,32848,80,0x0018,138
9.311920000,10.0.0.1,10.0.0.2,80,32848,0x0010,66
9.314348000,10.0.0.1,10.0.0.2,80,32848,0x0018,223
9.314409000,10.0.0.2,10.0.0.1,32848,80,0x0010,66
9.314448000,10.0.0.1,10.0.0.2,80,32848,0x0018,1640
9.314460000,10.0.0.2,10.0.0.1,32848,80,0x0010,66
9.314509000,10.0.0.1,10.0.0.2,80,32848,0x0011,66
9.316715000,10.0.0.2,10.0.0.1,32848,80,0x0011,66
9.316745000,10.0.0.1,10.0.0.2,80,32848,0x0010,66
9.350772000,10.0.0.2,10.0.0.1,32852,80,0x0002,74
9.350799000,10.0.0.1,10.0.0.2,80,32852,0x0012,74
9.350827000,10.0.0.2,10.0.0.1,32852,80,0x0010,66
9.354330000,10.0.0.2,10.0.0.1,32852,80,0x0018,138
9.354352000,10.0.0.1,10.0.0.2,80,32852,0x0010,66
